"id","recidivate","race","sex","age","juv_fel_count","juv_misd_count","priors_count","charge_degree","charge_name"
2843,0,1,0,39,0,0,0,0,"Battery"
6420,1,2,0,24,0,1,9,0,"Other"
8432,1,2,0,30,0,0,18,0,"Other"
10257,0,6,1,33,0,0,0,1,"Grand Theft"
975,0,2,0,21,0,0,0,1,"Forgery"
3890,0,6,0,37,2,0,11,1,"Possession of Cannabis/Marijuana"
2198,0,1,0,52,0,0,1,1,"Driving with a Suspended License"
5061,1,2,1,21,0,0,1,1,"arrest case no charge"
5309,0,1,1,25,0,0,0,0,"Other"
6300,0,2,0,35,0,0,1,0,"Battery"
5258,0,1,0,55,0,0,3,0,"Other"
605,0,2,0,26,0,0,6,1,"Possession of Cocaine"
1706,1,2,0,33,0,0,4,0,"Battery"
728,1,3,0,34,0,0,4,1,"Burglary"
2518,0,3,0,25,0,0,5,1,"arrest case no charge"
4331,1,2,0,50,0,0,24,0,"Driving with a Suspended License"
8060,0,1,0,62,0,0,0,1,"Possession of Cannabis/Marijuana"
1597,0,2,0,40,0,0,0,1,"Battery"
9644,0,2,0,22,0,0,0,0,"Possession of Cannabis/Marijuana"
5216,1,2,0,41,0,0,4,0,"Battery"
2865,1,2,0,22,0,0,2,1,"Forgery"
1384,0,1,0,52,0,0,1,1,"arrest case no charge"
1195,0,2,1,37,0,0,3,1,"Other"
6381,1,2,0,33,0,0,13,1,"Other"
452,0,1,0,62,0,0,0,1,"Other"
3222,0,2,0,29,0,1,6,1,"Other"
8465,0,2,0,21,0,0,0,1,"Other"
4710,1,1,1,30,0,0,9,1,"arrest case no charge"
4993,0,3,0,52,0,0,3,1,"Driving with a Revoked License"
3288,1,2,0,43,0,0,18,1,"arrest case no charge"
7760,1,2,1,23,0,0,2,1,"Other"
8026,1,2,0,40,0,0,1,1,"Other"
9658,0,2,0,27,1,2,6,0,"arrest case no charge"
5405,0,2,0,41,0,0,5,0,"Driving with a Suspended License"
6980,1,2,1,28,0,0,13,1,"Assault"
3607,1,1,0,57,0,0,3,0,"Driving with a Suspended License"
9919,0,2,0,32,0,0,0,0,"Possession of Cannabis/Marijuana"
1632,1,2,0,30,0,0,8,1,"Possession of Cocaine"
145,0,1,1,20,0,0,0,1,"Other"
7811,0,1,0,43,0,0,1,0,"Driving Under the Influence"
524,0,3,0,27,0,0,0,0,"Battery"
3290,0,2,0,29,0,0,0,1,"Forgery"
1929,1,3,0,26,0,0,0,0,"Theft"
8939,0,2,1,26,0,0,1,0,"Battery"
9681,1,2,0,23,0,0,5,1,"Other"
6773,0,1,1,28,0,0,0,0,"Assault"
9300,1,1,0,24,0,0,2,1,"arrest case no charge"
4628,0,1,0,25,0,0,1,1,"Possession of Cocaine"
9295,0,3,0,30,0,0,2,1,"Possession of a Controlled Substance"
2300,1,1,0,55,0,0,13,1,"Possession of Cocaine"
10753,1,2,0,23,0,0,1,1,"Possession of Cocaine"
3659,0,1,0,66,0,0,1,1,"arrest case no charge"
18,0,2,0,41,0,0,0,1,"Other"
3362,1,2,0,24,0,0,17,1,"arrest case no charge"
174,0,2,0,37,0,0,3,1,"Other"
3227,1,1,0,43,0,0,1,1,"arrest case no charge"
1169,0,2,0,29,0,0,1,0,"Driving with a Suspended License"
7387,0,1,0,43,0,0,12,1,"Other"
3310,0,3,0,31,0,1,1,0,"Possession of Cannabis/Marijuana"
10428,0,1,0,53,0,0,8,0,"Other"
7490,0,2,1,31,0,0,1,0,"arrest case no charge"
713,1,2,0,58,0,0,12,0,"Driving Under the Influence"
4459,0,2,0,21,0,0,1,1,"arrest case no charge"
5463,1,2,0,21,0,0,1,1,"Burglary"
3020,0,2,0,46,0,0,2,1,"Grand Theft"
5735,1,2,0,43,0,0,0,1,"Other"
10799,1,2,1,22,0,0,0,1,"Grand Theft"
8219,1,2,0,29,0,0,3,0,"Battery"
10666,1,2,0,46,0,0,2,1,"arrest case no charge"
2107,1,2,0,23,0,0,0,1,"Burglary"
5943,0,6,0,37,0,0,2,1,"Other"
136,0,2,1,35,0,0,1,0,"arrest case no charge"
7467,0,6,1,21,0,0,0,0,"Battery"
1217,1,2,0,36,0,0,3,1,"Driving with a Revoked License"
8479,1,2,0,47,0,0,4,1,"Driving with a Suspended License"
5342,0,1,0,47,0,0,3,0,"Theft"
495,0,2,1,36,0,0,0,1,"Other"
6573,1,6,0,25,0,0,0,1,"Battery"
4731,1,2,0,21,0,0,0,1,"Grand Theft"
6245,0,1,0,33,0,0,14,1,"arrest case no charge"
1629,0,2,0,27,0,0,2,1,"Battery"
2993,1,3,0,20,2,0,2,1,"arrest case no charge"
1625,1,2,0,21,0,0,0,1,"Grand Theft"
10094,0,1,0,20,0,0,0,0,"Possession of Cannabis/Marijuana"
6765,0,3,0,61,0,0,1,1,"Other"
381,1,3,0,23,0,0,1,1,"arrest case no charge"
4910,1,1,0,24,0,0,0,0,"arrest case no charge"
3882,0,1,0,22,0,0,0,1,"Assault"
3772,1,1,0,24,0,0,3,1,"Grand Theft"
7495,0,1,0,49,0,0,4,0,"Other"
2954,0,1,0,21,0,0,0,1,"Burglary"
7197,0,1,0,37,0,0,0,1,"Other"
9898,1,2,0,47,0,0,21,1,"arrest case no charge"
8949,0,2,1,39,0,0,3,0,"Driving with a Suspended License"
831,0,1,0,47,0,0,1,0,"Battery"
6893,0,2,0,25,0,0,0,1,"Other"
639,0,6,0,42,0,0,1,1,"arrest case no charge"
4827,0,2,1,56,0,0,1,1,"Possession of Cocaine"
4155,1,2,0,23,0,0,5,1,"Other"
1315,0,2,0,24,0,0,0,1,"Other"
1558,0,2,1,26,0,0,3,0,"Possession of Cannabis/Marijuana"
5208,1,2,0,25,0,0,0,0,"Other"
8440,0,1,0,40,0,0,6,1,"Other"
7929,0,2,1,42,0,0,1,1,"Grand Theft"
5248,0,2,0,25,1,0,4,0,"Battery"
4841,0,1,0,55,0,0,0,0,"Battery"
9749,1,1,0,50,1,0,16,1,"arrest case no charge"
818,0,1,0,25,0,0,0,1,"Possession of Cannabis/Marijuana"
5111,0,2,0,25,0,0,1,1,"Assault"
6266,0,2,0,44,0,0,3,0,"Driving with a Suspended License"
4925,0,1,0,62,0,0,0,1,"Forgery"
4306,1,2,0,22,0,1,3,1,"arrest case no charge"
3058,0,2,0,26,0,0,0,0,"Theft"
6182,0,2,0,26,0,0,0,0,"Battery"
10348,0,2,0,24,0,0,1,0,"Battery"
2943,0,1,0,42,0,0,0,1,"Assault with a Deadly Weapon"
6578,0,1,0,77,0,0,3,1,"arrest case no charge"
4668,0,1,1,65,0,0,1,1,"Other"
8602,1,1,0,24,0,0,5,1,"arrest case no charge"
3039,1,1,0,35,0,0,1,1,"Possession of Cocaine"
4160,1,1,1,25,0,0,1,0,"Battery"
9089,0,1,0,37,0,0,2,0,"Driving Under the Influence"
4845,1,2,0,26,0,0,2,1,"Burglary"
2480,0,2,0,43,0,0,1,1,"arrest case no charge"
5768,0,2,0,65,0,0,7,0,"Possession of Cannabis/Marijuana"
9855,0,1,0,54,0,0,3,1,"Other"
4451,0,1,0,49,0,0,1,0,"Battery"
5271,1,1,1,28,0,0,0,1,"Possession of Cocaine"
64,1,2,0,29,0,0,0,1,"Other"
2448,1,2,0,21,0,0,0,1,"Grand Theft"
4730,1,1,0,20,0,0,1,1,"Grand Theft"
6398,0,1,1,42,0,0,0,0,"Battery"
1553,1,3,0,51,0,0,0,1,"Other"
16,0,1,1,37,0,0,0,0,"Battery"
2063,0,3,0,21,0,0,1,1,"arrest case no charge"
6171,0,2,1,45,0,0,1,1,"Driving with a Revoked License"
5686,0,1,1,47,0,0,0,0,"Battery"
5707,0,2,0,56,0,0,7,1,"Grand Theft"
5326,1,1,0,34,0,0,3,0,"Battery"
3506,0,2,0,26,0,0,7,0,"Other"
4230,0,3,0,31,0,0,0,1,"Grand Theft"
7862,1,3,0,21,0,0,0,1,"Forgery"
8682,0,4,0,36,0,0,1,1,"arrest case no charge"
10138,0,3,0,33,0,0,1,0,"Driving with a Suspended License"
4835,0,2,0,37,0,0,1,1,"Theft"
7167,0,2,1,40,0,0,2,0,"Driving with a Suspended License"
4419,0,1,1,20,0,0,0,1,"Grand Theft"
7669,0,2,0,43,0,0,0,0,"Driving Under the Influence"
9096,0,2,0,25,0,0,5,1,"Assault"
1972,0,1,0,45,0,0,0,0,"Battery"
2532,0,2,0,25,0,1,6,0,"arrest case no charge"
1496,1,2,0,23,0,0,2,1,"arrest case no charge"
5339,1,1,0,46,0,0,7,1,"Grand Theft"
9834,0,2,0,29,0,0,2,0,"Assault"
4821,1,2,0,22,0,0,5,0,"arrest case no charge"
1181,0,2,1,35,0,0,4,1,"Assault with a Deadly Weapon"
10426,0,1,0,47,0,0,1,1,"arrest case no charge"
8081,1,1,0,33,0,0,3,1,"arrest case no charge"
2479,1,2,0,31,0,0,8,0,"Battery"
9601,1,3,1,36,0,0,9,1,"Driving with a Suspended License"
5118,1,5,0,33,1,0,9,0,"Battery"
1173,1,2,0,41,0,0,8,1,"Possession of Cocaine"
10456,1,2,0,28,1,2,5,1,"Other"
7802,1,3,0,27,0,0,0,0,"arrest case no charge"
1106,0,1,0,42,0,0,1,1,"arrest case no charge"
8032,0,1,0,41,0,0,0,0,"Driving Under the Influence"
8326,1,1,0,26,0,0,10,1,"arrest case no charge"
7874,1,1,0,26,0,0,1,1,"arrest case no charge"
8164,0,2,0,30,0,0,5,0,"Battery"
4809,1,1,1,39,0,0,8,1,"Possession of a Controlled Substance"
9056,1,2,0,63,0,0,9,1,"Burglary"
3035,0,1,0,25,0,0,4,1,"Other"
5917,1,2,0,32,0,0,1,0,"Driving Under the Influence"
6379,0,1,0,22,0,0,1,1,"Possession of a Controlled Substance"
3656,0,2,0,22,0,0,0,0,"Other"
4119,1,1,0,56,0,0,7,1,"Battery"
9747,1,2,0,32,0,0,4,1,"Burglary"
7891,1,2,0,51,0,0,8,0,"Other"
934,1,2,0,25,0,0,4,1,"Grand Theft"
10520,1,2,1,24,0,0,0,1,"Forgery"
2034,0,1,0,37,0,0,2,1,"Other"
3181,1,1,0,22,0,0,0,1,"Grand Theft"
6146,0,2,0,33,0,0,0,0,"Other"
10584,1,1,0,25,0,0,2,1,"Possession of Cocaine"
7571,0,2,0,31,0,0,0,1,"Possession of Cocaine"
2548,1,2,0,30,0,0,1,1,"Other"
10346,1,2,0,31,0,0,9,0,"Battery"
7538,0,2,1,49,0,0,1,1,"Other"
3143,1,1,0,25,0,0,6,1,"Other"
3582,1,3,1,32,0,0,0,0,"Other"
1325,0,2,1,52,0,0,0,1,"Assault with a Deadly Weapon"
1118,0,1,1,45,0,0,1,1,"arrest case no charge"
3501,1,2,0,24,0,0,6,1,"Other"
282,1,1,0,45,0,0,8,0,"Other"
8745,0,1,1,26,0,0,1,0,"Assault"
1396,1,2,0,32,0,0,19,1,"Possession of Cocaine"
8765,1,2,0,26,0,0,8,0,"Battery"
6247,1,2,0,42,0,0,17,0,"arrest case no charge"
10361,0,1,1,26,0,0,1,1,"Battery"
8882,1,2,0,22,0,0,2,0,"Other"
8471,1,2,0,23,0,0,2,1,"Burglary"
5400,0,2,0,25,0,1,9,1,"arrest case no charge"
5253,1,1,0,33,0,0,3,1,"Possession of a Controlled Substance"
5773,0,2,0,35,0,0,1,1,"Possession of a Controlled Substance"
3699,0,1,0,42,0,0,1,1,"arrest case no charge"
1906,0,1,0,30,0,0,3,0,"Battery"
7987,1,1,0,29,4,1,10,1,"Burglary"
6099,1,2,0,33,0,0,17,1,"arrest case no charge"
987,1,2,0,30,0,0,8,1,"Possession of Cocaine"
9532,1,2,0,21,0,1,2,1,"Assault with a Deadly Weapon"
2218,0,2,1,27,0,0,1,0,"Battery"
1941,0,2,0,28,0,0,0,0,"Driving Under the Influence"
5515,0,2,0,45,0,0,1,0,"Battery"
5738,0,2,0,51,0,0,3,1,"Driving Under the Influence"
10622,0,2,1,44,0,0,6,1,"Possession of Cocaine"
9886,0,3,0,32,0,0,1,1,"Forgery"
7422,0,2,0,22,0,0,1,1,"arrest case no charge"
8828,0,1,0,50,0,0,1,1,"Battery"
6164,0,2,1,37,0,0,1,1,"Burglary"
1223,1,1,1,19,1,1,1,0,"Other"
7603,0,6,0,52,0,0,0,1,"Other"
7774,1,1,1,28,0,0,6,0,"Theft"
6910,1,2,0,33,0,0,18,1,"Grand Theft"
9965,0,1,0,20,0,0,1,1,"Possession of Cannabis/Marijuana"
1257,1,2,0,22,0,0,1,0,"Battery"
5658,1,2,0,21,0,0,0,1,"Other"
2101,1,1,0,31,0,0,10,1,"Driving with a Revoked License"
727,0,1,0,56,0,0,0,1,"Grand Theft"
9600,1,1,0,38,1,0,10,1,"Burglary"
10885,1,3,1,50,0,0,1,1,"Battery"
4466,1,2,1,34,0,0,1,1,"Other"
10718,0,6,0,22,0,0,0,1,"Grand Theft"
9966,1,2,0,54,0,0,12,0,"Battery"
5155,1,2,0,28,0,0,18,1,"Other"
10942,0,2,0,22,0,0,0,0,"Battery"
3799,0,2,0,27,0,0,0,0,"Driving with a Suspended License"
8400,1,3,0,52,0,0,0,0,"Battery"
4873,1,2,1,27,0,0,4,1,"Driving with a Suspended License"
651,0,2,0,26,0,0,3,1,"Burglary"
4906,1,2,0,24,1,0,9,0,"arrest case no charge"
1716,0,1,0,26,0,0,11,1,"arrest case no charge"
3273,1,2,0,21,0,0,1,1,"Possession of Cocaine"
9167,0,2,0,29,0,0,0,1,"Other"
3325,0,3,0,46,0,0,0,0,"arrest case no charge"
8473,1,1,1,34,0,0,0,0,"Driving with a Suspended License"
6468,0,2,1,63,0,0,1,1,"Possession of Cannabis/Marijuana"
10288,0,6,0,34,0,0,3,0,"Battery"
8668,0,1,1,25,0,0,0,0,"Battery"
5332,0,1,0,39,0,0,5,1,"Burglary"
1353,1,1,0,52,0,0,1,1,"Burglary"
10814,1,2,0,54,0,0,10,1,"Possession of Cocaine"
6224,0,3,0,24,0,0,1,1,"arrest case no charge"
8750,0,3,0,37,0,0,9,1,"arrest case no charge"
701,0,2,0,28,0,0,5,1,"Possession of a Controlled Substance"
8148,0,1,0,61,0,0,0,0,"Driving Under the Influence"
2498,0,1,0,49,0,0,2,0,"Battery"
9746,0,3,0,23,0,0,0,0,"Possession of Cannabis/Marijuana"
10769,0,1,0,52,0,0,1,0,"Battery"
6362,1,3,1,29,0,0,0,1,"Other"
5585,0,2,0,43,0,0,4,1,"arrest case no charge"
9569,0,1,0,30,0,0,0,0,"Battery"
1403,1,2,0,23,0,0,5,1,"arrest case no charge"
1765,0,2,0,23,0,1,1,0,"Other"
4726,0,6,1,58,0,0,0,1,"Other"
8517,1,2,0,23,0,0,0,0,"Battery"
6432,0,1,1,42,0,0,3,1,"Other"
5575,1,2,1,29,0,0,9,1,"Theft"
4860,0,2,1,24,0,0,0,0,"Battery"
3973,1,1,1,50,0,0,2,1,"Possession of Cocaine"
1861,1,2,0,36,0,0,1,1,"Possession of Cocaine"
306,1,2,0,26,0,0,2,1,"Other"
8663,1,6,0,26,0,0,1,1,"Possession of Cannabis/Marijuana"
10928,0,2,0,59,0,0,5,0,"Other"
9814,1,2,0,35,0,0,4,1,"Possession of Cocaine"
71,1,1,0,29,0,0,1,1,"Other"
9182,1,2,1,30,0,0,11,1,"Other"
10631,0,1,0,54,0,0,7,1,"Possession of Cannabis/Marijuana"
8873,1,2,0,29,0,0,16,1,"Grand Theft"
4837,0,1,0,41,0,0,2,0,"arrest case no charge"
7496,0,1,0,24,0,0,0,1,"Possession of Cocaine"
10032,1,1,1,37,0,0,5,1,"Grand Theft"
10547,1,2,0,55,0,0,3,0,"arrest case no charge"
7145,1,2,0,29,0,0,1,1,"Other"
2224,0,1,1,21,0,0,1,1,"Grand Theft"
9273,1,1,0,23,0,0,4,1,"Forgery"
9530,0,3,0,49,0,0,0,0,"Other"
9909,1,2,0,28,0,1,11,1,"Burglary"
8835,0,2,0,29,0,0,3,0,"Possession of Cannabis/Marijuana"
5428,1,1,0,25,0,0,5,1,"Other"
2133,1,6,0,22,0,0,5,1,"arrest case no charge"
9310,0,1,0,56,0,0,5,1,"Possession of Cocaine"
1111,0,2,0,48,0,0,2,1,"Driving with a Revoked License"
4934,0,1,0,26,0,0,0,0,"Battery"
9941,1,3,0,25,0,0,1,1,"arrest case no charge"
3468,1,2,0,35,0,0,3,1,"Assault"
2074,0,6,0,66,0,0,0,0,"Other"
21,0,3,0,37,0,0,0,0,"Battery"
349,0,1,0,28,0,0,1,1,"arrest case no charge"
3411,0,1,1,27,0,0,0,1,"Burglary"
5647,1,2,1,42,0,0,0,0,"Driving Under the Influence"
5349,1,1,0,20,0,0,0,1,"Grand Theft"
932,0,3,0,43,0,0,1,0,"Other"
4476,1,2,0,60,0,0,19,1,"Possession of Cocaine"
3981,1,2,0,43,0,0,4,0,"Other"
2538,0,1,0,66,0,0,1,0,"arrest case no charge"
2900,0,2,0,24,0,0,3,0,"arrest case no charge"
6058,1,6,0,33,0,0,0,1,"arrest case no charge"
2642,0,3,0,19,1,0,1,1,"arrest case no charge"
692,1,2,0,29,0,0,3,1,"Possession of a Controlled Substance"
3475,0,1,0,43,0,0,5,1,"Burglary"
9258,0,1,0,45,0,0,0,0,"Battery"
3488,0,1,0,36,0,0,2,1,"Other"
9988,0,2,1,40,0,0,1,1,"Assault with a Deadly Weapon"
6094,1,1,0,30,0,0,7,1,"Other"
9509,1,2,0,27,0,0,9,1,"Possession of a Controlled Substance"
898,0,2,0,28,0,0,4,1,"arrest case no charge"
8205,1,1,0,41,0,0,0,1,"Possession of a Controlled Substance"
8359,1,1,0,48,0,0,0,1,"Grand Theft"
1176,0,1,0,25,0,0,0,0,"Driving Under the Influence"
6766,1,2,0,29,0,1,8,1,"Possession of a Controlled Substance"
6051,0,2,0,23,0,0,1,0,"Battery"
2625,0,3,0,51,0,0,3,0,"Other"
1060,0,2,0,44,0,0,1,1,"Other"
8284,1,2,0,26,1,0,10,1,"arrest case no charge"
8099,0,1,0,28,0,0,0,0,"Battery"
1674,0,2,0,24,0,0,1,1,"Other"
9261,1,2,0,26,0,0,3,1,"Assault"
7969,0,3,0,22,0,0,0,1,"Possession of Cocaine"
429,1,2,0,21,0,0,0,0,"Theft"
6242,0,1,1,54,0,0,0,0,"Battery"
8024,1,2,1,27,0,0,3,0,"Battery"
2381,1,3,0,48,0,0,1,1,"arrest case no charge"
7048,1,2,0,28,0,0,0,0,"Other"
10768,1,1,0,33,0,0,2,0,"Driving Under the Influence"
6014,1,1,0,35,0,0,8,1,"arrest case no charge"
10903,1,2,0,20,0,0,1,1,"Burglary"
6162,0,1,1,36,0,0,2,1,"Other"
2140,0,1,1,59,0,0,1,1,"Grand Theft"
8210,0,2,1,29,0,0,1,1,"Other"
6564,0,1,0,34,0,0,0,1,"Grand Theft"
1187,1,1,0,21,0,2,2,1,"Grand Theft"
6681,1,2,0,26,0,3,3,0,"Other"
8973,0,1,1,30,0,0,1,0,"Other"
5425,1,2,1,33,0,0,0,1,"Possession of Cocaine"
5994,1,2,1,21,0,0,0,1,"Battery"
949,1,1,1,19,0,0,2,1,"Possession of Cocaine"
1247,0,2,1,23,0,0,1,1,"arrest case no charge"
10296,0,2,0,40,0,0,1,1,"arrest case no charge"
6393,1,2,0,24,0,0,1,0,"Battery"
8558,1,2,0,55,0,0,8,1,"Driving with a Revoked License"
4341,1,6,0,40,0,0,8,1,"Possession of Cocaine"
5793,1,2,1,36,0,0,1,1,"Possession of Cocaine"
810,1,2,0,25,0,1,1,0,"Battery"
3783,0,1,0,38,0,0,0,1,"Battery"
4146,1,2,0,21,0,0,1,1,"Assault with a Deadly Weapon"
8657,1,1,0,32,0,0,0,1,"Battery"
6524,0,1,0,28,0,0,0,1,"Grand Theft"
6549,1,2,0,52,0,0,0,0,"Battery"
2579,0,2,1,36,0,0,0,0,"Driving Under the Influence"
5247,1,2,0,24,0,0,1,1,"Other"
6304,1,2,0,27,0,0,9,1,"Possession of a Controlled Substance"
3379,0,6,0,21,0,0,1,1,"Grand Theft"
5957,1,6,0,30,0,0,6,1,"Assault with a Deadly Weapon"
9972,0,2,0,24,0,0,0,0,"Battery"
4500,0,2,0,29,0,0,5,1,"Other"
1919,1,1,1,32,0,0,0,1,"Other"
5985,0,1,0,65,0,0,0,0,"Driving Under the Influence"
3687,1,2,0,45,0,0,13,1,"Driving with a Suspended License"
7308,1,1,0,45,0,0,3,1,"Other"
3884,1,1,1,54,0,0,0,1,"Battery"
3576,0,1,0,46,0,0,4,1,"Other"
10333,0,6,0,40,0,0,1,1,"arrest case no charge"
9188,0,3,0,53,0,0,1,1,"Other"
1140,0,2,0,71,0,0,8,1,"Driving with a Revoked License"
3744,0,2,0,56,0,0,1,0,"Driving Under the Influence"
2515,0,2,0,28,2,1,11,1,"Other"
2979,0,2,0,44,0,0,9,1,"Grand Theft"
3287,1,2,0,20,1,0,1,1,"Grand Theft"
758,1,3,1,22,0,0,2,1,"Possession of Cocaine"
4117,0,1,1,48,0,0,1,0,"Driving Under the Influence"
10967,1,2,0,34,0,0,3,0,"Other"
6354,1,1,1,61,0,0,8,1,"Other"
9229,0,2,0,22,0,0,0,0,"Battery"
3693,0,2,0,24,0,0,0,0,"Battery"
7139,0,2,1,37,0,0,0,1,"Other"
2772,1,2,0,23,0,0,2,0,"Other"
9817,1,2,0,26,0,0,2,1,"Grand Theft"
3132,1,3,0,30,0,0,5,1,"arrest case no charge"
2268,0,1,1,25,0,0,5,1,"Possession of a Controlled Substance"
3152,0,1,1,43,0,0,7,1,"Battery"
1623,0,2,0,57,0,0,19,1,"Battery"
4375,1,1,0,37,0,0,1,0,"Other"
9338,1,2,1,34,0,0,0,0,"Battery"
4276,1,2,0,21,0,0,0,1,"Battery"
5205,0,1,0,24,0,0,8,1,"arrest case no charge"
9754,1,2,0,29,0,0,3,1,"arrest case no charge"
9908,1,2,0,21,0,0,2,1,"Other"
9376,0,6,0,29,0,0,0,1,"Burglary"
2445,1,2,0,31,0,0,5,1,"arrest case no charge"
1490,1,2,0,30,0,0,4,0,"Battery"
10873,1,2,1,28,0,0,6,0,"Other"
5723,1,2,0,22,0,0,2,0,"Battery"
7800,0,2,1,56,0,0,2,1,"Grand Theft"
5932,1,1,0,36,0,0,4,1,"Other"
4275,0,1,0,53,0,0,1,1,"arrest case no charge"
8223,0,1,1,31,0,0,14,1,"Possession of a Controlled Substance"
3669,1,1,1,41,0,0,12,1,"Battery"
2574,0,1,0,23,0,0,2,1,"Other"
1260,1,2,0,67,0,0,4,0,"Grand Theft"
2311,1,6,0,31,0,0,2,1,"arrest case no charge"
7734,1,2,0,26,0,0,0,1,"Other"
5217,1,2,0,37,0,0,0,1,"Battery"
10077,0,2,0,25,0,3,6,0,"Other"
7294,1,6,0,41,0,0,31,1,"Driving with a Revoked License"
2516,0,2,0,24,0,0,1,1,"Driving with a Revoked License"
5443,0,2,0,25,1,0,2,1,"Possession of Cocaine"
223,1,2,0,38,1,1,9,1,"Possession of Cocaine"
7176,0,1,0,35,0,0,1,1,"Possession of Cannabis/Marijuana"
3499,1,2,1,30,0,3,14,1,"Other"
3265,0,1,1,47,0,0,0,1,"Battery"
6901,0,2,1,23,0,0,0,1,"Possession of a Controlled Substance"
5188,1,2,0,27,0,4,9,1,"Possession of a Controlled Substance"
7830,1,2,1,31,0,0,2,1,"Assault"
7087,0,6,0,57,0,0,0,1,"Assault"
10955,0,1,1,49,0,0,3,1,"Grand Theft"
5865,1,2,0,31,0,0,4,1,"arrest case no charge"
3847,1,2,0,22,1,0,2,1,"Forgery"
8635,0,2,0,52,0,0,0,1,"Battery"
7010,1,2,0,54,0,0,4,1,"Possession of Cocaine"
5546,0,1,0,56,0,0,0,0,"Battery"
7318,0,2,0,25,0,0,3,1,"arrest case no charge"
9221,1,1,0,22,0,0,3,1,"Possession of Cocaine"
4757,1,2,0,39,0,0,1,1,"Possession of Cocaine"
6180,1,2,0,23,0,0,2,0,"arrest case no charge"
2478,0,2,0,25,0,0,0,1,"Other"
9087,1,1,0,59,0,0,2,0,"Driving Under the Influence"
2913,0,2,0,30,0,3,18,0,"Battery"
53,1,1,0,24,0,0,1,0,"Battery"
6713,0,6,0,34,0,0,0,1,"Grand Theft"
100,0,2,1,56,0,0,0,0,"Battery"
9297,0,2,0,61,0,0,2,0,"Battery"
6751,1,1,0,35,0,0,2,1,"arrest case no charge"
7763,0,2,0,45,0,0,7,1,"Driving with a Suspended License"
2077,0,2,0,28,0,0,1,0,"Battery"
9203,0,3,0,31,0,0,1,1,"arrest case no charge"
4258,0,1,0,25,0,0,0,0,"Driving Under the Influence"
10544,0,1,0,67,0,0,0,0,"Battery"
5671,1,1,0,32,0,0,3,1,"Other"
8948,0,6,0,26,0,0,0,0,"Battery"
10254,0,2,0,27,1,2,11,1,"Other"
10235,0,2,0,22,0,0,1,1,"Forgery"
9539,0,1,0,28,0,0,1,1,"arrest case no charge"
279,0,3,0,57,0,0,1,1,"Driving with a Revoked License"
7233,1,2,0,31,1,1,12,1,"arrest case no charge"
6818,1,1,1,51,0,0,0,0,"Other"
1904,0,2,0,32,0,0,1,1,"Driving with a Suspended License"
3392,0,1,0,48,0,0,0,0,"Battery"
3164,1,2,0,27,0,2,13,1,"arrest case no charge"
837,1,1,0,46,0,0,2,1,"Possession of a Controlled Substance"
3153,0,1,0,32,0,0,0,1,"Driving with a Revoked License"
561,0,1,0,34,0,0,1,0,"Battery"
4876,0,6,0,50,0,0,5,1,"arrest case no charge"
1770,1,2,0,23,0,0,2,1,"Other"
8462,0,1,0,31,0,0,1,1,"Battery"
4464,0,2,0,37,0,0,3,0,"Battery"
3544,1,2,0,24,0,0,1,1,"Burglary"
4021,0,2,0,39,0,0,1,1,"arrest case no charge"
6898,0,2,0,62,0,0,4,1,"arrest case no charge"
3409,0,2,0,22,0,0,0,0,"Other"
5916,1,2,0,37,0,0,22,0,"arrest case no charge"
8997,0,2,0,55,0,0,1,1,"arrest case no charge"
7286,0,1,0,31,0,0,2,1,"Burglary"
1893,0,1,0,24,0,0,4,0,"Battery"
7241,1,2,0,23,1,0,2,1,"arrest case no charge"
3069,0,1,0,35,0,0,1,1,"Possession of Cocaine"
2550,0,1,0,33,0,0,0,1,"Driving with a Revoked License"
1595,1,2,0,55,0,0,17,1,"Possession of Cocaine"
3094,1,2,0,31,0,0,13,0,"Possession of Cannabis/Marijuana"
9500,0,1,0,32,0,1,2,1,"arrest case no charge"
5347,0,2,0,42,0,0,5,1,"Battery"
803,0,2,0,52,0,0,4,0,"Other"
1335,0,1,1,37,0,0,4,0,"Driving with a Suspended License"
10896,1,2,0,35,0,0,18,1,"arrest case no charge"
3948,0,2,0,21,1,0,1,1,"arrest case no charge"
9298,0,3,0,37,0,0,3,0,"Driving Under the Influence"
2566,0,2,0,27,0,0,2,0,"Possession of Cannabis/Marijuana"
8207,1,1,0,31,0,0,3,0,"Battery"
1943,1,2,0,24,0,0,0,1,"Burglary"
2143,1,1,1,28,0,0,0,1,"Possession of Cocaine"
5755,0,1,0,56,0,0,2,1,"Other"
5062,1,1,1,37,0,0,7,1,"Other"
625,1,2,1,27,0,0,1,1,"Forgery"
199,0,1,0,28,0,0,2,1,"arrest case no charge"
9795,0,3,0,24,0,0,1,1,"Forgery"
7284,0,1,0,25,0,0,2,1,"Possession of Cocaine"
350,1,2,0,30,0,0,11,0,"Battery"
5733,0,2,0,24,0,0,0,1,"Assault with a Deadly Weapon"
6847,0,2,1,28,0,0,4,1,"arrest case no charge"
8380,1,1,1,28,0,0,3,1,"Burglary"
790,0,2,1,34,0,0,6,1,"Burglary"
5360,0,1,0,52,0,0,8,1,"arrest case no charge"
7084,0,1,1,24,0,0,0,1,"Possession of a Controlled Substance"
4834,0,2,1,27,0,0,3,1,"Other"
2393,0,2,0,22,0,0,0,1,"Burglary"
