"race","sex","age","juv_fel_count","juv_misd_count","priors_count","charge_degree","charge_name"
2,0,33,0,0,1,0,"Battery"
4,0,22,0,0,6,1,"Battery"
2,1,21,0,0,0,1,"Other"
1,0,62,0,0,2,0,"Battery"
1,0,36,1,1,1,1,"Other"
2,0,31,0,0,2,1,"Other"
2,0,39,0,0,0,0,"Other"
1,0,40,0,2,0,0,"Other"
2,0,26,0,0,3,1,"Other"
1,1,40,0,0,6,1,"arrest case no charge"
1,0,33,0,0,19,1,"arrest case no charge"
2,0,30,1,0,1,1,"Burglary"
2,0,34,0,0,13,0,"arrest case no charge"
2,1,69,0,0,1,0,"Other"
1,0,26,0,0,4,1,"Other"
2,0,33,0,0,3,1,"Battery"
2,0,42,0,0,4,0,"Other"
2,0,34,0,0,3,0,"Battery"
6,0,35,0,1,5,0,"Driving with a Suspended License"
2,0,53,0,0,2,1,"Battery"
2,0,22,0,0,7,0,"Battery"
1,0,22,0,0,2,1,"Possession of Cocaine"
2,0,41,0,0,12,1,"Possession of a Controlled Substance"
2,0,33,0,0,2,0,"Possession of Cannabis/Marijuana"
2,0,22,0,0,0,1,"arrest case no charge"
1,0,26,0,0,1,0,"Possession of Cannabis/Marijuana"
3,0,37,0,0,8,1,"arrest case no charge"
2,0,27,0,0,6,0,"Possession of Cocaine"
2,0,29,0,0,1,0,"Other"
1,0,69,0,0,0,1,"arrest case no charge"
2,0,22,0,0,0,0,"Driving with a Suspended License"
2,0,22,0,2,11,0,"Assault"
2,1,50,0,0,0,0,"Assault"
2,1,23,0,0,15,0,"Other"
6,1,52,0,0,24,1,"Other"
2,0,25,0,0,13,1,"arrest case no charge"
1,0,30,0,0,1,1,"Possession of Cocaine"
2,1,26,0,0,0,1,"Possession of Cannabis/Marijuana"
3,0,23,0,0,7,1,"Possession of Cocaine"
2,0,28,0,0,0,1,"Driving Under the Influence"
1,0,26,0,0,0,0,"Possession of Cannabis/Marijuana"
1,0,44,0,0,8,1,"Grand Theft"
2,0,31,0,1,0,1,"arrest case no charge"
1,0,56,0,0,0,0,"Possession of a Controlled Substance"
2,0,20,0,0,3,0,"Grand Theft"
2,1,30,0,0,0,1,"Driving Under the Influence"
6,0,34,0,0,1,0,"Battery"
1,0,53,0,0,3,1,"arrest case no charge"
1,0,28,0,0,4,1,"arrest case no charge"
2,1,23,0,0,2,0,"Other"
2,0,34,0,0,0,1,"Driving with a Revoked License"
3,0,26,0,0,28,1,"Driving with a Revoked License"
2,0,36,0,0,2,0,"Other"
2,1,21,0,0,2,1,"Possession of Cannabis/Marijuana"
3,0,21,0,0,4,0,"Driving Under the Influence"
2,0,27,0,0,2,0,"Grand Theft"
2,0,40,0,0,0,0,"Battery"
1,0,33,0,0,0,1,"Driving with a Suspended License"
1,0,30,0,0,2,0,"Possession of Cocaine"
2,0,24,0,0,6,1,"Driving with a Suspended License"
6,0,28,0,0,6,0,"Driving with a Suspended License"
1,0,24,0,0,6,0,"Possession of a Controlled Substance"
1,0,65,0,0,0,0,"Possession of Cannabis/Marijuana"
1,0,46,3,0,6,1,"Battery"
2,0,31,0,0,4,0,"Possession of Cocaine"
6,0,42,0,0,0,0,"Battery"
2,0,21,0,0,2,1,"Battery"
2,0,27,0,0,4,1,"Battery"
2,0,49,1,0,0,1,"Grand Theft"
2,0,37,0,0,2,1,"arrest case no charge"
1,0,28,0,0,1,1,"Battery"
2,0,24,0,0,5,1,"Possession of Cocaine"
2,0,28,0,0,0,1,"Battery"
2,1,23,0,0,8,1,"arrest case no charge"
2,0,20,0,0,0,0,"Grand Theft"
1,0,29,0,0,1,1,"Driving with a Revoked License"
6,0,54,0,0,7,1,"Possession of Cocaine"
2,1,31,0,0,0,1,"Driving with a Revoked License"
1,0,23,0,0,2,1,"Burglary"
2,0,23,0,0,10,1,"arrest case no charge"
6,0,63,0,0,0,0,"Other"
2,0,27,0,0,2,0,"Grand Theft"
1,0,49,0,0,1,1,"Possession of Cannabis/Marijuana"
6,0,48,0,0,0,0,"Battery"
6,1,24,0,0,6,0,"Battery"
2,0,29,0,0,5,0,"Battery"
6,1,28,0,0,5,0,"arrest case no charge"
2,0,23,0,0,1,1,"Other"
2,0,36,0,0,2,0,"Driving Under the Influence"
6,0,25,0,0,6,1,"Battery"
1,0,50,1,0,3,1,"Battery"
1,1,31,0,0,1,1,"arrest case no charge"
1,1,25,0,0,0,1,"Possession of Cocaine"
3,1,31,0,0,0,0,"Other"
1,1,30,0,0,0,1,"arrest case no charge"
2,0,31,0,0,0,0,"arrest case no charge"
1,0,22,0,0,1,1,"Burglary"
1,0,31,0,1,7,1,"Other"
6,1,23,0,0,13,1,"Battery"
2,0,26,0,0,0,0,"Possession of Cocaine"
2,0,33,0,0,5,0,"Battery"
2,0,30,1,0,12,0,"Battery"
1,1,23,0,0,1,0,"Battery"
1,1,27,0,0,8,1,"Forgery"
1,0,32,0,0,1,1,"Grand Theft"
6,0,51,4,0,3,1,"Battery"
2,0,27,0,0,4,1,"arrest case no charge"
2,0,27,0,0,0,1,"Battery"
3,0,31,0,0,18,1,"Other"
1,0,22,1,0,0,1,"Battery"
1,0,22,0,0,7,0,"Battery"
1,0,37,0,0,0,1,"arrest case no charge"
1,1,22,0,0,4,1,"Battery"
2,0,50,0,0,3,1,"Driving with a Suspended License"
6,1,27,0,0,2,1,"Battery"
2,0,26,0,0,0,0,"Battery"
2,0,24,0,0,2,0,"arrest case no charge"
2,0,41,0,0,0,1,"Other"
2,1,35,0,0,1,0,"Battery"
1,0,33,0,0,1,0,"Assault with a Deadly Weapon"
1,1,52,0,0,1,0,"arrest case no charge"
1,1,28,0,0,1,0,"Other"
2,1,31,0,0,1,1,"Possession of a Controlled Substance"
1,0,38,0,0,0,1,"Burglary"
2,0,27,0,0,6,1,"arrest case no charge"
1,0,29,0,0,14,1,"Possession of a Controlled Substance"
2,0,30,0,0,1,1,"Driving Under the Influence"
1,0,40,0,0,6,1,"Possession of Cocaine"
6,0,53,0,0,0,1,"Grand Theft"
1,1,53,0,0,0,1,"Burglary"
2,0,29,0,0,7,1,"Theft"
2,0,22,0,0,2,1,"Burglary"
1,0,53,0,0,0,1,"arrest case no charge"
2,0,29,0,0,20,0,"arrest case no charge"
1,0,54,0,0,14,0,"Other"
2,1,30,0,0,2,1,"Theft"
2,0,48,0,0,0,1,"Burglary"
1,0,40,0,0,1,0,"Burglary"
2,0,38,0,0,1,0,"Other"
1,0,33,0,0,0,0,"Other"
2,0,38,0,0,7,1,"Other"
2,0,39,0,0,1,0,"Grand Theft"
1,0,29,0,0,2,0,"Theft"
6,0,44,0,0,0,0,"Battery"
1,0,26,0,0,1,0,"Possession of Cocaine"
3,0,41,0,2,27,1,"Battery"
2,0,59,0,0,0,1,"arrest case no charge"
1,0,37,0,0,2,1,"arrest case no charge"
2,1,39,0,0,5,0,"Battery"
1,0,38,0,0,2,1,"arrest case no charge"
1,0,67,0,0,2,1,"Assault"
2,0,52,0,0,5,0,"Battery"
2,0,67,0,0,8,1,"Grand Theft"
1,0,29,0,0,4,1,"Other"
1,1,38,0,0,0,0,"Other"
4,0,66,0,0,1,1,"arrest case no charge"
2,0,27,0,0,1,0,"Other"
3,0,30,0,0,2,1,"arrest case no charge"
2,0,35,0,0,0,1,"arrest case no charge"
1,0,26,0,0,1,0,"Burglary"
1,0,59,0,0,18,0,"arrest case no charge"
2,0,36,0,0,5,1,"Other"
1,1,37,0,0,10,1,"Possession of Cocaine"
2,0,30,0,1,0,1,"arrest case no charge"
1,0,34,0,0,2,0,"Other"
2,1,26,0,0,0,0,"Battery"
2,0,24,0,0,6,1,"arrest case no charge"
1,0,24,0,0,1,1,"Other"
6,0,22,0,0,1,1,"Possession of Cocaine"
1,0,29,0,0,3,0,"Assault"
2,0,29,0,0,5,1,"Theft"
1,0,42,0,0,1,1,"arrest case no charge"
2,0,34,0,0,2,0,"Possession of Cannabis/Marijuana"
2,0,27,0,0,1,0,"Other"
1,0,26,0,0,10,1,"Burglary"
2,0,21,0,0,1,1,"Grand Theft"
1,0,28,0,0,0,1,"Other"
2,0,49,0,0,6,1,"arrest case no charge"
2,0,72,0,0,8,1,"Assault"
3,0,21,0,0,12,0,"arrest case no charge"
2,1,28,0,0,0,1,"arrest case no charge"
2,0,33,0,0,0,1,"Other"
3,0,59,0,0,3,1,"Other"
1,1,44,0,0,0,1,"Other"
1,0,27,0,0,9,1,"arrest case no charge"
2,1,29,0,0,4,1,"Battery"
3,0,37,0,0,0,1,"arrest case no charge"
2,0,30,0,0,3,1,"Possession of Cannabis/Marijuana"
1,0,61,0,0,0,1,"Grand Theft"
2,0,20,0,0,3,0,"Battery"
1,0,29,3,0,0,0,"Other"
2,1,29,0,0,1,0,"Grand Theft"
2,1,24,0,0,2,1,"Burglary"
2,0,43,0,0,0,1,"Possession of a Controlled Substance"
2,0,27,0,0,1,1,"arrest case no charge"
3,0,24,0,0,1,1,"Battery"
2,0,21,0,0,0,0,"Driving with a Suspended License"
2,1,20,0,0,1,0,"Possession of Cannabis/Marijuana"
1,0,35,0,0,1,0,"arrest case no charge"
1,1,37,0,0,6,1,"Other"
2,0,60,0,0,0,1,"Battery"
3,0,24,0,0,1,0,"Forgery"
2,0,68,0,0,18,1,"Other"
2,0,22,0,1,3,0,"Battery"
1,0,44,0,0,0,1,"arrest case no charge"
1,1,42,0,0,1,1,"Other"
2,1,29,2,0,5,0,"Other"
6,1,32,0,0,0,1,"Assault"
2,0,20,0,0,7,0,"arrest case no charge"
1,1,20,0,0,1,1,"Burglary"
1,1,59,0,0,0,1,"Battery"
1,0,32,0,0,1,1,"Grand Theft"
2,1,25,0,0,3,0,"Driving Under the Influence"
2,1,35,0,0,0,1,"Possession of Cocaine"
2,0,54,0,0,1,1,"arrest case no charge"
2,0,27,0,0,0,1,"Possession of Cocaine"
2,0,23,0,0,6,1,"arrest case no charge"
1,0,30,0,0,1,0,"Battery"
4,0,34,0,0,0,1,"Driving with a Revoked License"
2,1,50,0,0,0,0,"Other"
2,0,25,1,0,6,0,"Burglary"
1,0,22,0,0,3,0,"Other"
2,0,58,0,0,0,1,"Other"
3,0,28,0,0,4,1,"Battery"
2,0,30,0,0,1,1,"Grand Theft"
2,0,32,0,0,1,1,"Driving Under the Influence"
1,0,36,0,0,0,1,"Battery"
1,0,29,0,1,10,1,"arrest case no charge"
2,1,43,0,0,8,0,"Battery"
1,0,25,0,0,3,1,"arrest case no charge"
6,0,41,0,0,0,1,"Possession of a Controlled Substance"
2,1,28,0,0,4,1,"arrest case no charge"
2,1,20,0,1,3,1,"Other"
3,0,22,0,0,7,1,"Possession of Cannabis/Marijuana"
2,0,26,0,0,0,1,"Battery"
1,0,40,0,0,5,1,"Possession of a Controlled Substance"
1,0,36,0,0,4,0,"arrest case no charge"
2,0,23,0,0,0,1,"Driving Under the Influence"
2,0,32,0,0,1,1,"Other"
2,0,24,0,0,3,1,"arrest case no charge"
1,1,19,0,0,0,0,"Assault"
1,0,38,0,0,4,1,"Battery"
1,1,22,0,0,5,0,"Possession of Cocaine"
2,0,21,0,0,3,0,"Possession of Cannabis/Marijuana"
2,1,56,0,0,2,1,"Other"
2,0,26,0,0,0,1,"Battery"
2,0,57,0,0,6,1,"Grand Theft"
1,1,25,0,0,4,1,"Burglary"
2,0,55,0,0,1,1,"Other"
2,1,58,0,0,0,0,"Possession of Cocaine"
1,0,25,0,0,1,0,"Driving Under the Influence"
1,0,43,0,0,6,1,"arrest case no charge"
1,0,32,0,0,4,1,"Battery"
2,0,27,0,0,0,1,"Battery"
1,0,41,0,0,2,1,"Grand Theft"
2,0,48,0,0,0,1,"Grand Theft"
1,0,24,0,0,0,0,"Possession of Cannabis/Marijuana"
3,0,45,0,0,0,1,"Burglary"
2,0,32,0,0,9,1,"Other"
6,0,30,0,0,16,0,"Battery"
6,0,39,0,0,0,1,"Other"
1,0,56,0,0,0,1,"arrest case no charge"
1,0,28,0,0,1,1,"Battery"
6,0,23,0,0,12,0,"Possession of a Controlled Substance"
1,0,20,0,0,5,1,"Possession of a Controlled Substance"
1,1,28,0,0,0,1,"arrest case no charge"
6,0,28,0,0,0,1,"Other"
2,1,21,0,0,13,1,"Other"
2,0,36,0,0,1,1,"Other"
2,0,21,0,0,0,1,"Possession of Cocaine"
1,0,46,0,0,1,1,"Theft"
3,1,33,0,0,0,0,"Grand Theft"
2,0,37,0,0,1,0,"Battery"
2,1,25,0,0,0,1,"Other"
1,1,23,0,0,13,0,"Other"
2,0,28,0,0,0,1,"arrest case no charge"
6,0,25,0,0,0,0,"Other"
2,0,26,0,0,0,1,"Other"
2,0,60,0,0,4,1,"arrest case no charge"
2,0,24,0,0,0,0,"Battery"
6,0,28,0,0,3,1,"Forgery"
2,0,47,0,0,1,1,"Driving with a Revoked License"
3,0,32,0,0,1,0,"Battery"
1,1,47,0,0,0,1,"Possession of a Controlled Substance"
2,0,28,0,0,1,0,"Grand Theft"
2,0,24,2,0,12,1,"Burglary"
3,1,22,0,0,1,0,"Burglary"
1,0,36,0,0,1,1,"Other"
2,1,36,0,0,7,1,"Burglary"
2,0,27,0,0,2,1,"Theft"
2,1,49,0,0,1,1,"Other"
2,0,31,0,0,1,1,"Battery"
2,0,47,0,0,1,1,"Burglary"
1,1,23,0,0,2,1,"arrest case no charge"
2,0,21,0,0,0,1,"Other"
3,0,44,0,0,13,1,"Other"
1,0,56,0,0,13,1,"Battery"
1,0,24,0,0,4,1,"Theft"
1,0,45,0,0,2,1,"Burglary"
3,0,34,0,0,1,1,"Other"
6,0,22,0,0,2,1,"Other"
2,0,36,0,0,0,1,"Other"
2,0,27,0,0,1,0,"Possession of Cannabis/Marijuana"
3,1,23,0,0,0,1,"Other"
2,0,67,0,0,2,0,"Other"
1,0,43,0,0,0,1,"arrest case no charge"
2,0,56,0,0,0,1,"Other"
2,0,41,0,0,2,0,"Other"
3,0,23,0,0,5,1,"Possession of Cocaine"
2,0,26,0,0,0,1,"Battery"
2,1,28,0,0,1,1,"Other"
1,1,28,0,0,0,0,"Possession of Cannabis/Marijuana"
2,0,26,0,0,1,1,"Possession of Cocaine"
1,0,24,0,0,0,1,"Battery"
1,0,39,0,0,9,1,"Battery"
1,0,46,0,0,19,1,"Battery"
2,1,25,0,0,9,1,"Theft"
2,0,23,0,0,3,1,"Battery"
2,0,32,0,0,3,1,"Possession of a Controlled Substance"
1,0,54,1,0,1,1,"Battery"
2,0,26,0,0,4,1,"Grand Theft"
2,0,22,0,0,1,1,"Burglary"
1,0,31,0,0,1,1,"Possession of Cannabis/Marijuana"
1,0,45,0,0,2,1,"Battery"
1,0,56,0,0,11,1,"Possession of Cocaine"
1,1,39,0,0,6,0,"Driving Under the Influence"
1,0,24,0,0,7,1,"Battery"
1,0,22,0,0,0,1,"Other"
2,0,37,0,0,12,1,"Possession of a Controlled Substance"
3,0,32,0,0,0,0,"arrest case no charge"
1,0,32,1,0,3,1,"arrest case no charge"
1,0,25,0,0,0,0,"Other"
2,0,22,2,0,1,1,"arrest case no charge"
1,0,51,0,0,3,0,"arrest case no charge"
1,0,29,0,0,0,0,"Other"
1,0,33,0,0,2,1,"Theft"
1,0,47,0,0,0,0,"Battery"
2,0,24,0,0,1,1,"Other"
2,1,21,0,0,1,1,"arrest case no charge"
2,0,36,0,0,0,1,"Battery"
1,0,37,0,0,3,1,"Battery"
2,0,37,0,0,10,1,"Assault with a Deadly Weapon"
1,1,34,0,0,0,1,"Driving with a Suspended License"
2,0,35,0,0,3,0,"arrest case no charge"
2,0,27,0,0,1,1,"Possession of Cocaine"
2,0,38,0,0,5,1,"Other"
3,0,21,0,0,0,0,"arrest case no charge"
2,1,59,0,0,0,1,"arrest case no charge"
3,0,60,1,0,9,0,"arrest case no charge"
3,0,28,1,0,0,0,"Theft"
2,0,26,0,0,0,1,"Battery"
4,1,37,0,0,1,1,"Driving with a Suspended License"
2,0,25,0,0,1,1,"Other"
2,1,23,0,0,12,0,"Theft"
2,0,54,0,0,2,0,"Grand Theft"
1,0,28,0,0,1,1,"Assault"
2,1,50,0,0,25,1,"Battery"
2,0,51,0,0,2,1,"arrest case no charge"
2,0,20,0,0,0,0,"Other"
1,0,24,0,0,1,1,"Battery"
2,0,51,20,0,1,1,"Possession of a Controlled Substance"
2,0,23,0,0,4,1,"arrest case no charge"
1,0,36,0,0,0,0,"arrest case no charge"
3,0,21,0,0,8,0,"arrest case no charge"
3,0,43,0,0,0,0,"Other"
1,1,24,0,0,13,1,"Other"
1,0,36,0,0,1,1,"Assault with a Deadly Weapon"
1,1,27,0,0,3,0,"Other"
3,0,26,0,0,0,1,"arrest case no charge"
2,1,31,0,0,3,0,"Possession of Cannabis/Marijuana"
3,0,20,0,0,1,1,"Driving with a Suspended License"
1,0,56,0,0,0,0,"Battery"
3,1,47,0,3,5,1,"Other"
1,1,21,0,0,3,0,"Other"
2,1,60,0,0,0,1,"Battery"
2,0,25,0,0,9,1,"Possession of Cocaine"
1,0,47,0,0,3,0,"Burglary"
2,0,43,0,0,0,1,"Other"
2,0,34,0,0,13,1,"Forgery"
1,0,36,0,0,10,0,"Other"
2,0,21,0,0,1,1,"Battery"
2,0,55,0,0,23,1,"Driving Under the Influence"
3,1,49,0,0,3,1,"Driving Under the Influence"
1,0,31,0,0,1,1,"Possession of a Controlled Substance"
2,0,39,0,0,13,0,"Battery"
2,0,41,0,0,0,0,"Possession of Cannabis/Marijuana"
1,0,49,0,0,1,0,"Battery"
2,1,32,0,0,6,0,"Other"
2,0,37,0,0,0,1,"Other"
2,1,21,0,0,0,1,"arrest case no charge"
2,1,28,0,0,7,0,"Battery"
2,0,56,0,0,0,1,"Other"
3,0,30,0,0,1,1,"Possession of Cocaine"
2,0,57,0,0,1,0,"Battery"
2,0,55,0,0,2,0,"Grand Theft"
2,0,33,0,0,1,1,"Forgery"
2,0,38,0,0,13,1,"Driving Under the Influence"
3,0,30,0,0,0,1,"Battery"
2,1,50,0,0,0,0,"arrest case no charge"
6,0,33,0,0,23,1,"Burglary"
1,0,21,0,0,0,1,"Other"
2,0,38,0,0,3,1,"Possession of Cocaine"
2,0,21,0,0,0,0,"Burglary"
2,0,24,0,0,0,1,"Assault with a Deadly Weapon"
2,0,23,0,0,0,1,"arrest case no charge"
3,0,26,0,0,1,1,"arrest case no charge"
1,1,41,0,0,1,1,"Assault"
1,1,22,0,0,3,1,"Theft"
2,1,28,0,1,1,0,"Driving with a Revoked License"
1,1,58,0,0,6,0,"Battery"
2,0,27,0,0,3,0,"Other"
1,1,24,0,2,0,1,"Grand Theft"
2,0,25,0,0,4,1,"Battery"
2,0,22,0,0,1,1,"arrest case no charge"
2,0,56,0,0,23,1,"Burglary"
3,0,24,0,0,1,1,"Battery"
2,0,20,0,0,0,0,"Other"
2,0,53,0,0,0,1,"Driving Under the Influence"
2,0,40,0,0,5,0,"Other"
2,0,46,0,0,0,1,"Burglary"
2,1,26,0,0,20,1,"Other"
2,0,30,0,0,8,0,"Grand Theft"
2,1,56,0,0,0,1,"arrest case no charge"
2,0,20,0,0,1,1,"Battery"
3,0,39,0,0,0,1,"Burglary"
2,0,26,1,0,1,1,"Other"
1,0,29,0,0,0,0,"arrest case no charge"
2,1,61,0,0,2,1,"arrest case no charge"
3,0,27,0,0,0,1,"Other"
2,0,20,0,0,6,1,"Assault"
2,1,31,0,0,3,1,"Battery"
2,1,31,0,0,2,1,"Other"
2,0,57,0,0,1,1,"arrest case no charge"
6,0,51,0,0,0,1,"Other"
1,0,32,0,0,12,1,"Battery"
1,0,52,0,0,4,1,"Battery"
2,0,45,0,0,23,1,"Possession of Cocaine"
5,0,30,0,0,21,1,"arrest case no charge"
2,0,38,0,0,0,0,"arrest case no charge"
1,0,44,0,0,20,1,"Driving with a Revoked License"
3,0,31,0,2,0,1,"Possession of Cocaine"
1,0,45,0,0,0,1,"arrest case no charge"
2,0,46,0,0,5,1,"Battery"
2,0,52,0,0,2,1,"Battery"
2,0,49,1,1,6,0,"Burglary"
2,0,28,0,0,0,1,"Possession of Cannabis/Marijuana"
1,0,28,0,0,2,0,"Other"
2,0,43,0,0,1,1,"Other"
1,0,44,0,0,0,1,"Burglary"
2,0,26,0,0,0,1,"Other"
2,0,21,0,0,1,0,"Possession of Cocaine"
2,0,40,0,0,2,1,"Grand Theft"
6,0,29,0,0,1,0,"Possession of a Controlled Substance"
2,0,64,0,3,0,0,"Possession of Cocaine"
2,1,49,0,0,1,0,"Battery"
1,0,24,0,1,2,0,"Battery"
2,0,30,0,0,2,1,"Other"
1,0,30,0,0,13,1,"arrest case no charge"
6,1,28,0,0,2,0,"Other"
2,0,28,0,0,1,1,"Other"
2,0,36,0,0,14,0,"Grand Theft"
2,0,23,0,0,18,1,"Possession of Cocaine"
2,0,48,0,0,0,1,"arrest case no charge"
3,1,30,0,1,10,1,"Battery"
1,0,36,0,0,5,1,"Grand Theft"
2,1,27,0,0,10,1,"Driving with a Revoked License"
1,0,30,0,0,0,1,"Other"
3,0,53,0,0,15,1,"Battery"
3,1,27,0,0,0,1,"Battery"
1,1,57,0,0,1,0,"arrest case no charge"
2,0,23,0,0,15,1,"Possession of Cocaine"
2,0,26,0,0,0,1,"Driving with a Revoked License"
2,0,53,1,0,0,1,"Battery"
2,0,61,0,0,9,1,"Battery"
2,0,29,0,0,8,0,"arrest case no charge"
2,0,38,0,0,9,1,"Driving Under the Influence"
1,1,33,0,0,3,0,"arrest case no charge"
2,0,21,0,0,2,0,"Other"
2,0,38,0,0,2,0,"Driving Under the Influence"
1,0,58,0,0,25,0,"Battery"
2,0,46,0,0,2,1,"Driving Under the Influence"
3,0,34,0,0,2,0,"Burglary"
6,0,30,0,0,5,1,"Other"
6,1,50,0,3,0,1,"Battery"
2,0,57,0,0,0,1,"arrest case no charge"
2,1,34,0,0,0,1,"Forgery"
2,0,46,0,0,1,0,"Driving with a Revoked License"
2,0,41,0,0,1,1,"arrest case no charge"
1,0,34,0,0,0,1,"Other"
1,0,24,0,0,2,1,"Battery"
1,0,22,0,0,1,0,"Burglary"
1,0,28,0,0,0,0,"Battery"
2,0,21,0,1,2,1,"Battery"
2,0,54,0,0,14,1,"arrest case no charge"
2,0,27,0,0,5,0,"Battery"
2,0,40,0,0,14,1,"arrest case no charge"
6,0,23,0,0,2,1,"Driving with a Revoked License"
2,0,25,0,2,0,1,"arrest case no charge"
3,0,21,1,0,22,0,"Other"
2,0,27,0,0,2,0,"Other"
2,1,56,0,0,3,1,"Battery"
1,0,21,0,0,1,0,"Other"
2,0,24,0,0,2,1,"Battery"
2,1,30,0,0,1,1,"Other"
2,0,53,0,0,1,0,"Other"
6,1,25,0,0,4,1,"Driving with a Suspended License"
1,0,20,0,0,0,0,"Forgery"
1,1,35,0,0,9,0,"arrest case no charge"
1,0,23,0,0,12,1,"Battery"
2,0,22,0,0,0,1,"Other"
1,0,36,0,0,8,1,"Grand Theft"
2,0,61,0,0,0,0,"Battery"
1,0,37,0,0,0,0,"arrest case no charge"
1,0,32,0,0,1,0,"Other"
2,0,42,0,0,8,1,"arrest case no charge"
1,0,24,0,0,0,1,"Battery"
2,0,42,0,0,4,0,"Other"
3,1,25,0,0,0,0,"Other"
1,0,21,0,0,0,1,"Possession of Cocaine"
6,1,24,0,0,1,0,"Driving with a Suspended License"
2,0,28,0,0,6,1,"arrest case no charge"
1,1,49,0,0,12,1,"arrest case no charge"
1,0,53,0,0,22,1,"Other"
2,0,30,0,0,5,1,"Forgery"
2,0,27,1,0,2,1,"arrest case no charge"
2,0,23,0,0,0,0,"Battery"
2,0,35,0,0,2,1,"arrest case no charge"
2,0,43,0,0,7,0,"Driving with a Revoked License"
2,1,26,0,0,3,1,"Battery"
2,0,50,0,0,7,1,"arrest case no charge"
2,0,21,0,0,0,0,"arrest case no charge"
6,0,30,1,0,0,1,"arrest case no charge"
2,0,26,0,0,1,1,"Other"
2,0,28,0,0,0,0,"Grand Theft"
1,0,34,0,0,1,0,"Grand Theft"
2,0,43,0,0,0,1,"Battery"
3,0,43,0,0,3,1,"arrest case no charge"
2,0,27,0,0,17,0,"Battery"
1,0,23,0,0,8,0,"arrest case no charge"
1,1,31,0,0,10,1,"Possession of Cannabis/Marijuana"
2,0,27,0,0,0,0,"Forgery"
2,0,27,0,0,1,1,"Other"
1,0,34,0,0,1,1,"Battery"
1,1,33,0,0,0,0,"Assault with a Deadly Weapon"
2,1,35,0,0,5,0,"Assault"
1,0,25,0,0,2,1,"Other"
2,0,23,0,0,1,0,"Forgery"
3,0,25,0,0,4,0,"Other"
1,0,25,0,0,1,1,"Grand Theft"
1,0,31,0,0,2,1,"Other"
2,0,57,0,0,7,0,"Other"
1,0,25,0,0,0,1,"Battery"
6,0,31,0,0,0,1,"Possession of Cannabis/Marijuana"
2,0,37,0,0,4,1,"Driving with a Revoked License"
2,0,38,0,0,0,1,"Possession of Cocaine"
2,0,35,0,0,4,1,"Battery"
2,0,44,0,0,2,1,"Burglary"
2,0,32,0,0,1,1,"arrest case no charge"
1,0,29,0,0,2,0,"Driving Under the Influence"
1,0,50,0,0,0,1,"Other"
1,0,49,0,0,7,1,"Possession of Cocaine"
2,0,34,0,5,0,0,"Battery"
1,0,53,0,0,2,0,"arrest case no charge"
1,0,52,0,0,4,1,"Forgery"
3,0,38,0,0,4,0,"arrest case no charge"
1,0,27,0,0,9,1,"Battery"
1,1,40,0,0,2,1,"Other"
2,0,35,0,0,1,1,"Assault"
3,0,30,0,0,29,1,"arrest case no charge"
6,0,22,1,0,0,1,"arrest case no charge"
2,1,20,0,0,6,0,"Driving with a Revoked License"
2,0,35,0,0,2,1,"arrest case no charge"
1,0,22,0,0,1,1,"Battery"
3,1,23,0,0,0,0,"Battery"
2,0,34,0,0,2,0,"Other"
2,0,23,0,0,10,1,"Battery"
2,0,54,0,0,0,1,"arrest case no charge"
1,0,53,0,0,10,1,"arrest case no charge"
1,0,59,1,0,3,1,"arrest case no charge"
1,0,20,0,0,3,0,"Possession of Cocaine"
6,0,24,0,0,0,1,"Grand Theft"
2,1,55,0,0,5,0,"Other"
1,0,42,0,0,7,0,"Battery"
3,0,45,0,0,3,1,"Possession of a Controlled Substance"
1,0,21,0,0,7,1,"Possession of Cannabis/Marijuana"
1,1,22,0,0,0,1,"Grand Theft"
2,0,64,0,1,4,1,"Possession of Cannabis/Marijuana"
2,0,22,0,2,5,0,"Driving Under the Influence"
1,0,32,0,2,4,1,"Driving Under the Influence"
1,0,58,0,0,0,0,"Other"
2,1,24,0,0,3,1,"Grand Theft"
2,0,50,0,0,4,1,"Burglary"
2,1,22,0,0,4,0,"arrest case no charge"
2,0,25,0,0,8,1,"Possession of Cocaine"
1,0,26,0,0,0,0,"arrest case no charge"
3,0,41,1,1,7,0,"Theft"
2,0,20,0,0,0,1,"Battery"
1,0,48,0,0,1,0,"Grand Theft"
2,0,48,0,1,3,1,"Assault"
2,0,30,2,0,11,1,"Other"
2,0,35,0,0,10,1,"arrest case no charge"
2,0,20,0,0,2,1,"Burglary"
1,0,28,0,0,22,1,"arrest case no charge"
1,0,53,0,0,22,1,"Possession of Cocaine"
2,0,40,0,0,4,0,"Possession of Cocaine"
1,0,49,0,0,4,1,"Other"
2,0,22,0,0,3,0,"Burglary"
2,0,27,0,0,0,1,"Burglary"
2,0,22,2,0,0,1,"Assault with a Deadly Weapon"
2,0,31,0,0,12,1,"arrest case no charge"
3,0,32,0,0,4,1,"arrest case no charge"
1,0,22,0,0,3,1,"Driving Under the Influence"
2,0,21,0,0,8,1,"Possession of Cocaine"
1,0,37,0,0,16,1,"Theft"
1,0,47,0,0,4,1,"Burglary"
2,0,51,0,1,4,0,"Battery"
2,0,49,0,0,0,0,"Battery"
2,1,21,0,0,1,0,"Possession of Cannabis/Marijuana"
2,1,45,0,0,5,1,"Battery"
